video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
2357,896,116,169,146,369,277,49,269,22,28,32,128,92,80,22,79,"['TEDx', 'children', 'communication', 'family', 'feminism', 'gender', 'health', 'humanity', 'identity', 'parenting', 'sex', 'society', 'teaching', 'women']",1614524
2358,917,43,446,174,364,97,123,177,215,75,62,21,7,14,31,35,"['TEDx', 'collaboration', 'communication', 'compassion', 'depression', 'empathy', 'happiness', 'humanity', 'love', 'mental health', 'personality', 'relationships', 'trust', 'writing']",1802516
2359,575,58,272,85,61,146,31,32,20,17,21,19,17,59,4,18,"['chemistry', 'computers', 'design', 'engineering', 'future', 'innovation', 'materials', 'nature', 'potential', 'science', 'technology']",1284067
2360,720,18,266,348,177,57,213,27,40,30,31,4,9,18,4,0,"['TEDx', 'business', 'code', 'collaboration', 'computers', 'data', 'design', 'discovery', 'history', 'innovation', 'invention', 'math', 'potential', 'product design', 'productivity', 'technology', 'visualizations', 'work']",992523
2361,759,43,118,187,254,187,38,70,43,20,10,21,17,1,3,0,"['TEDx', 'animals', 'beauty', 'biodiversity', 'biology', 'biomechanics', 'biosphere', 'creativity', 'curiosity', 'discovery', 'education', 'environment', 'exploration', 'illness', 'innovation', 'intelligence', 'life', 'medical research', 'medicine', 'nature', 'neuroscience', 'oceans', 'physiology', 'science']",1059199
2362,766,31,64,494,126,192,180,9,123,141,201,7,25,7,60,19,"['Africa', 'Internet', 'activism', 'collaboration', 'communication', 'community', 'empathy', 'global issues', 'humanity', 'inequality', 'journalism', 'motivation', 'news', 'personal growth', 'social change', 'society', 'storytelling', 'writing']",1147037
2363,1027,266,1027,727,897,131,154,126,266,11,21,3,5,8,10,12,"['Gender equality', 'TED Fellows', 'activism', 'film', 'gender', 'health', 'health care', 'history', 'illness', 'medical research', 'medicine', 'pain', 'personal growth', 'science', 'women']",1406574
2364,970,360,53,126,202,594,123,124,332,236,756,47,235,27,49,34,"['Gender equality', 'Internet', 'activism', 'bullying', 'communication', 'computers', 'feminism', 'gaming', 'gender', 'global issues', 'policy', 'potential', 'sexual violence', 'social media', 'society', 'women', 'writing']",1422701
2365,649,14,48,94,49,133,30,16,10,7,49,7,17,18,43,14,"['Anthropocene', 'TEDx', 'ancient world', 'animals', 'art', 'biosphere', 'demo', 'dinosaurs', 'environment', 'future', 'global issues', 'history', 'life', 'nature', 'performance art', 'pollution']",827288
2366,721,128,106,419,427,72,102,414,70,79,50,15,11,6,83,8,"['Debate', 'TEDx', 'communication', 'democracy', 'empathy', 'government', 'humanity', 'identity', 'language', 'morality', 'personal growth', 'politics', 'psychology', 'social change', 'society']",1243853
2367,1099,92,292,132,33,42,71,40,24,65,15,21,29,11,4,3,"['AIDS', 'Bioethics', 'CRISPR', 'DNA', 'HIV', 'TEDx', 'biology', 'biotech', 'children', 'choice', 'discovery', 'genetics', 'health', 'humanity', 'identity', 'innovation', 'molecular biology', 'nature', 'parenting', 'policy', 'science', 'social change', 'society', 'technology']",1082248
2368,715,31,204,340,158,162,205,22,35,8,9,30,33,89,9,25,"['MacArthur grant', 'architecture', 'beauty', 'cities', 'climate change', 'collaboration', 'community', 'design', 'environment', 'future', 'humanity', 'infrastructure', 'innovation', 'nature', 'public spaces', 'social change', 'society']",1035995
2369,867,54,391,70,84,117,47,8,36,21,9,31,7,8,2,9,"['computers', 'crime', 'data', 'hack']",1304221
2370,1211,59,669,319,593,97,260,142,24,56,11,10,12,2,2,5,"['Europe', 'Middle East', 'TEDx', 'activism', 'children', 'community', 'family', 'humanity', 'identity', 'motivation', 'social change', 'society', 'terrorism', 'violence']",1195885
2371,479,29,172,98,229,6,14,27,68,70,36,35,3,1,5,11,"['bacteria', 'big problems', 'chemistry', 'children', 'design', 'global issues', 'health', 'humanity', 'illness', 'india', 'innovation', 'invention', 'motivation', 'product design', 'public health', 'science', 'society', 'solar energy', 'technology', 'water']",958917
2372,1308,20,134,64,183,9,127,50,24,19,22,24,17,1,3,2,"['Egypt', 'Middle East', 'South America', 'TED Prize', 'adventure', 'algorithm', 'ancient world', 'archaeology', 'big problems', 'collaboration', 'communication', 'community', 'global issues', 'human origins', 'humanity', 'potential', 'science', 'society', 'technology', 'terrorism', 'violence', 'war', 'world cultures']",799873
2373,769,34,341,114,87,108,21,163,35,33,97,5,5,15,9,3,"['TEDx', 'algorithm', 'animation', 'creativity', 'data', 'education', 'innovation', 'intelligence', 'math', 'society', 'statistics', 'visualizations']",1369939
2374,682,105,300,1252,247,1910,164,916,470,16,3,79,68,27,26,5,"['TEDx', 'education', 'goal-setting', 'intelligence', 'mindfulness', 'motivation', 'performance', 'personal growth', 'self', 'teaching', 'work-life balance']",2031509
2375,918,133,289,1145,10,25,14,415,131,370,112,78,14,35,6,10,"['Guns', 'TEDMED', 'United States', 'activism', 'big problems', 'brain', 'death', 'humanity', 'mental health', 'mind', 'pain', 'parenting', 'personality', 'social change', 'society', 'violence']",2359347
2376,827,66,271,312,308,23,62,10,95,11,6,31,32,9,5,9,"['Mars', 'NASA', 'TEDx', 'United States', 'adventure', 'aircraft', 'collaboration', 'communication', 'discovery', 'engineering', 'exploration', 'future', 'humanity', 'innovation', 'programming', 'robots', 'science', 'solar system', 'technology', 'universe']",1374091
2377,923,125,37,420,456,529,184,241,82,87,30,30,23,12,5,2,"['AI', 'TEDx', 'algorithm', 'computers', 'design', 'drones', 'engineering', 'future', 'humanity', 'innovation', 'invention', 'manufacturing', 'materials', 'product design', 'robots', 'technology']",2759051
2378,1146,308,1053,635,248,203,227,101,143,36,58,25,36,17,96,16,"['activism', 'collaboration', 'communication', 'humanity', 'identity', 'men', 'personal growth', 'sexual violence', 'social change', 'society', 'women']",3950921
2379,746,51,76,72,121,184,128,41,41,29,15,4,5,2,5,1,"['biology', 'biotech', 'cancer', 'disease', 'future', 'health', 'health care', 'humanity', 'innovation', 'invention', 'motivation', 'nanoscale', 'science', 'technology']",893022
2380,1117,33,67,280,136,84,107,121,11,24,31,4,4,1,0,0,"['TEDx', 'architecture', 'cars', 'cities', 'collaboration', 'community', 'design', 'engineering', 'infrastructure', 'innovation', 'potential', 'public spaces', 'society', 'urban', 'urban planning']",1354647
2381,856,36,203,86,160,96,70,15,23,15,38,9,14,7,1,0,"['Middle East', 'Syria', 'TEDx', 'children', 'communication', 'community', 'disaster relief', 'family', 'fear', 'humanity', 'parenting', 'psychology', 'refugees', 'security', 'teaching', 'violence', 'vulnerability', 'war']",896491
2382,745,41,112,54,18,25,22,6,37,5,15,3,20,20,22,9,"['activism', 'children', 'communication', 'community', 'family', 'health', 'health care', 'humanity', 'illness', 'inequality', 'medical research', 'medicine', 'parenting', 'pregnancy', 'race', 'social change', 'society', 'women']",793925
2383,257,33,383,31,233,266,18,111,53,3,35,3,4,1,1,3,"['guitar', 'live music', 'music', 'performance']",1138566
2384,865,53,250,112,132,58,75,40,7,8,17,52,31,18,12,29,"['media', 'privacy', 'sex', 'technology']",1240167
2385,517,93,430,292,185,8,45,33,225,43,22,6,20,14,5,3,"['Internet', 'Middle East', 'Syria', 'TEDNYC', 'communication', 'community', 'ebola', 'entrepreneur', 'global issues', 'innovation', 'intelligence', 'iraq', 'journalism', 'news', 'oceans', 'refugees', 'society', 'women', 'writing']",942996
2386,763,30,31,133,219,101,102,40,18,6,44,13,6,6,2,4,"['Criminal Justice', 'TEDx', 'activism', 'corruption', 'crime', 'government', 'poverty', 'prison', 'terrorism']",944259
2387,620,270,251,219,65,89,99,47,48,136,12,10,62,22,12,12,"['AI', 'algorithm', 'brain', 'cognitive science', 'communication', 'computers', 'data', 'design', 'engineering', 'fear', 'future', 'humanity', 'identity', 'innovation', 'intelligence', 'invention', 'language', 'machine learning', 'mind', 'philosophy', 'robots', 'science', 'society', 'software', 'technology']",1362265
2388,3608,345,583,65,333,380,214,87,76,120,12,29,19,24,30,23,"['big problems', 'climate change', 'collaboration', 'democracy', 'economics', 'future', 'global development', 'global issues', 'government', 'history', 'human origins', 'humanity', 'identity', 'intelligence', 'media', 'news', 'politics', 'social change', 'society', 'technology', 'violence', 'war']",1514291
2389,749,52,147,169,118,64,94,38,15,12,28,16,13,44,35,4,"['Criminal Justice', 'United States', 'culture', 'history', 'humanity', 'identity', 'inequality', 'race', 'social change', 'society', 'time']",690546
2390,850,44,290,234,267,182,53,29,23,27,5,19,13,5,11,17,"['TEDx', 'animals', 'biomechanics', 'chemistry', 'climate change', 'design', 'engineering', 'environment', 'future', 'innovation', 'insects', 'invention', 'microbes', 'nature', 'oceans', 'oil', 'pollution', 'robots', 'science', 'technology', 'water']",1107711
2391,711,22,36,278,92,147,47,71,16,52,33,9,3,1,0,0,"['Africa', 'business', 'cancer', 'collaboration', 'communication', 'economics', 'global development', 'goal-setting', 'government', 'health', 'innovation', 'investment', 'potential', 'society']",952784
2392,944,100,85,176,121,29,79,57,22,46,9,86,27,34,30,15,"['activism', 'art', 'business', 'communication', 'data', 'film', 'inequality', 'movies', 'social change', 'society', 'women']",891398
2393,440,6,68,70,80,48,36,6,7,58,10,12,14,2,3,6,"['TEDx', 'art', 'bacteria', 'beauty', 'chemistry', 'design', 'innovation', 'microbes', 'nature', 'plants', 'science', 'science and art', 'technology']",760537
2394,370,74,288,476,136,213,166,21,40,42,38,8,1,3,3,8,"['TED Residency', 'cities', 'collaboration', 'communication', 'community', 'data', 'entrepreneur', 'environment', 'innovation', 'map', 'plastic', 'pollution', 'social change']",1004810
2395,368,22,117,195,219,255,172,45,71,43,8,11,22,4,4,3,"['TEDNYC', 'aging', 'communication', 'death', 'entrepreneur', 'humanity', 'life', 'motivation', 'personality', 'society', 'success']",1395806
2396,918,19,283,293,35,133,52,67,58,16,10,7,0,0,0,0,"['children', 'community', 'death', 'family', 'garden', 'happiness', 'health care', 'humanity', 'illness', 'innovation', 'life', 'parenting', 'social change', 'society']",890330
2397,299,13,143,25,35,12,21,13,19,2,3,3,1,2,0,0,"['guitar', 'live music', 'music', 'performance', 'singer']",804359
2398,778,191,293,164,58,205,110,17,113,45,24,45,35,23,62,12,"['curiosity', 'death', 'fear', 'health', 'mind', 'science', 'society', 'sound', 'storytelling']",1257858
2399,917,197,1188,482,639,449,1182,172,12,54,24,10,13,29,13,30,"['TEDNYC', 'activism', 'collaboration', 'communication', 'community', 'compassion', 'empathy', 'faith', 'family', 'humanity', 'identity', 'motivation', 'peace', 'religion', 'social change', 'social media', 'society', 'writing']",4503368
2400,761,28,201,711,180,173,396,255,116,32,24,27,2,7,7,3,"['Gender equality', 'adventure', 'children', 'community', 'education', 'family', 'fear', 'identity', 'parenting', 'personal growth', 'play', 'social change', 'society', 'teaching', 'women']",1465808
2401,802,66,56,259,114,67,86,54,17,8,5,12,68,10,44,14,"['Gender equality', 'activism', 'art', 'children', 'communication', 'entertainment', 'humanity', 'inequality', 'literature', 'motivation', 'performance art', 'poetry', 'social change', 'theater', 'women']",1086882
2402,524,60,198,27,23,55,64,90,81,34,33,22,13,4,16,0,"['AI', 'TEDx', 'activism', 'algorithm', 'code', 'data', 'identity', 'inequality', 'innovation', 'product design', 'programming', 'race', 'software', 'technology']",869310
2403,448,80,225,89,136,183,232,116,36,33,23,42,11,12,2,6,"['TEDx', 'beauty', 'communication', 'creativity', 'humanity', 'innovation', 'invention', 'language', 'potential', 'relationships', 'society', 'writing']",1173364
2404,714,37,102,191,124,87,107,109,58,8,2,17,16,14,4,4,"['TEDMED', 'animals', 'bacteria', 'choice', 'death', 'ecology', 'environment', 'family', 'green', 'humanity', 'nature', 'pollution', 'potential', 'sanitation', 'social change', 'society']",933978
2405,366,33,41,47,212,164,8,39,50,14,23,4,3,5,13,6,"['NASA', 'TED Books', 'TED Fellows', 'adventure', 'asteroid', 'astronomy', 'collaboration', 'discovery', 'exploration', 'global issues', 'nature', 'physics', 'science', 'solar system', 'space', 'technology', 'universe']",976473
2406,1020,101,229,332,232,48,588,208,389,27,24,5,28,26,17,7,"['Gender equality', 'children', 'communication', 'empathy', 'family', 'feminism', 'humanity', 'inequality', 'parenting', 'relationships', 'sex', 'social change', 'society', 'women']",1750573
2407,973,70,49,103,100,39,23,52,2,6,16,23,5,9,12,5,"['TED en Español', 'TEDx', 'children', 'communication', 'education', 'grammar', 'innovation', 'language', 'literature', 'teaching', 'writing']",448733
2408,389,5,80,13,5,17,19,7,6,3,4,4,1,1,1,0,"['art', 'live music', 'music', 'performance']",640734
2409,713,37,83,114,98,261,56,113,24,52,32,81,108,11,44,17,"['TEDx', 'art', 'capitalism', 'community', 'exploration', 'film', 'movies', 'public spaces', 'social change', 'urban']",1707855
2410,1018,22,83,123,119,33,22,64,28,7,19,10,1,2,10,1,"['Surgery', 'TEDx', 'brain', 'children', 'education', 'future', 'health care', 'innovation', 'medicine', 'teaching', 'technology']",882840
2411,715,29,322,385,708,191,102,96,33,15,69,20,1,1,0,0,"['children', 'communication', 'community', 'compassion', 'empathy', 'humanity', 'personal growth', 'social change', 'society']",1257054
2412,861,12,113,54,75,24,4,6,24,3,7,25,11,2,7,3,"['TEDx', 'community', 'disaster relief', 'ebola', 'global issues', 'health', 'health care', 'medicine', 'public health', 'security', 'society', 'violence', 'war']",869734
2413,895,83,62,49,382,146,121,54,12,28,17,10,10,9,15,2,"['Foreign Policy', 'TEDx', 'collaboration', 'communication', 'community', 'democracy', 'economics', 'future', 'global issues', 'government', 'history', 'innovation', 'policy', 'politics', 'social change', 'society', 'world cultures']",908666
2414,705,44,453,21,76,63,55,79,36,162,57,41,25,17,22,19,"['TEDNYC', 'art', 'communication', 'data', 'journalism', 'math', 'social change', 'society', 'statistics', 'storytelling', 'visualizations']",1405468
2415,361,22,308,186,110,32,89,2,134,48,15,30,10,40,1,1,"['TED-Ed', 'chemistry', 'climate change', 'collaboration', 'innovation', 'invention', 'materials', 'pollution', 'product design', 'science', 'technology', 'water', 'wunderkind']",1057942
2416,599,39,127,7,286,166,21,59,51,9,72,89,29,11,7,6,"['Gender equality', 'activism', 'animals', 'anthropology', 'bacteria', 'biodiversity', 'biology', 'biomechanics', 'children', 'disease', 'government', 'health', 'health care', 'humanity', 'inequality', 'life', 'medicine', 'nature', 'parenting', 'science', 'women']",1107309
2417,644,56,178,134,152,70,18,26,23,9,5,1,6,12,7,1,"['Addiction', 'HIV', 'LGBT', 'TEDx', 'communication', 'community', 'disease', 'government', 'humanity', 'identity', 'law', 'policy', 'public health', 'self', 'social change', 'society']",1247655
2418,995,57,349,131,13,75,252,15,13,71,77,8,10,15,6,6,"['DNA', 'TEDx', 'animals', 'biology', 'biomechanics', 'cancer', 'children', 'disease', 'genetics', 'health', 'life', 'medicine', 'nature', 'pregnancy', 'primates', 'science']",1128480
2419,609,11,8,14,13,16,1,1,3,6,8,3,1,1,1,0,"['live music', 'music', 'performance', 'performance art']",767660
2420,651,15,241,178,46,115,29,24,30,12,6,10,2,1,0,0,"['Africa', 'TEDMED', 'art', 'children', 'communication', 'family', 'humanity', 'identity', 'language', 'performance', 'poetry', 'refugees', 'spoken word', 'storytelling', 'war', 'writing']",822049
2421,502,56,234,259,614,59,305,76,30,37,19,2,12,14,5,4,"['Gender equality', 'TEDx', 'behavioral economics', 'business', 'economics', 'entrepreneur', 'finance', 'goal-setting', 'inequality', 'personal growth', 'society', 'women', 'women in business', 'work']",2032751
