card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
DS1_184,HUNTER,SPELL,Tracking,1,,,FREE,,TRUE,,CORE,Look at the top 3 cards of your deck. Draw one and discard the others.,For the person who just cannot decide what card to put into a deck!,,
DS1_178,HUNTER,MINION,Tundra Rhino,5,2,5,COMMON,,TRUE,BEAST,CORE,Your Beasts have <b>Charge</b>.,Tundra rhinos are often mistaken for kodos.  Or am I mistaken?,,
OG_322,NEUTRAL,MINION,Blackwater Pirate,4,2,5,RARE,,TRUE,PIRATE,OG,Your weapons cost (2) less.,"""Look, they fell off the back of a ship, do you want them or not? I have a meeting with Y'Shaarj in like ten minutes.""",,
CFM_665,NEUTRAL,MINION,Worgen Greaser,4,6,3,COMMON,,TRUE,,GANGS,,Hair products are 79% of his monthly budget.,,
AT_006e,MAGE,ENCHANTMENT,Power of Dalaran,,,,,,,,TGT,Increased Spell Damage.,,,
KAR_005a,HUNTER,MINION,Big Bad Wolf,2,3,2,,,,BEAST,KARA,,,,
CFM_621t5,NEUTRAL,SPELL,Icecap,1,,,,,,,GANGS,<b>Freeze</b> a random enemy minion.,,,
HERO_09a,PRIEST,HERO,Tyrande Whisperwind,,,30,EPIC,,TRUE,,HERO_SKINS,,,,
CFM_639e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,Increased stats from Grimestreet Enforcer.,,,
NAX13_01,NEUTRAL,HERO,Thaddius,,,30,,,,,NAXX,,,,
TB_SPT_DPromoSpell2,NEUTRAL,SPELL,Summon Guardians,2,,,,,,,TB,Summon two 2/4 Guardians.,,,
LOEA04_23h,NEUTRAL,MINION,Giant Insect,7,10,6,,,,,LOE,,,,
CS1_113,PRIEST,SPELL,Mind Control,10,,,COMMON,,TRUE,,CORE,Take control of an enemy minion.,"Nominated as ""Spell Most Likely to Make Your Opponent Punch the Wall.""",,
TB_KTRAF_4m,NEUTRAL,MINION,Spectral Gothik,3,0,3,LEGENDARY,,,,TB,"At the start of your turn, deal 4 damage to your hero.",,,
BRM_027p,NEUTRAL,HERO_POWER,"DIE, INSECT!",2,,,,,,,BRM,"<b>Hero Power</b>
Deal $8 damage to a random enemy.",,,
BRMA09_3H,NEUTRAL,HERO_POWER,Old Horde,2,,,,,,,BRM,"<b>Hero Power</b>
Summon two 2/2 Orcs with <b>Taunt</b>. Get a new Hero Power.",,,
OG_198,PALADIN,SPELL,Forbidden Healing,0,,,EPIC,,TRUE,,OG,Spend all your Mana. Restore twice that much Health.,"No one's quite sure why it's forbidden. And yes, that should make you nervous.",,
HERO_04a,PALADIN,HERO,Lady Liadrin,,,30,EPIC,,TRUE,,HERO_SKINS,,,,
GVG_083,PRIEST,MINION,Upgraded Repair Bot,5,5,5,RARE,,TRUE,MECHANICAL,GVG,<b>Battlecry:</b> Give a friendly Mech +4 Health.,"It's the same as the previous generation but they slapped the word ""upgraded"" on it to sell it for double.",Give a Mech +4 Health.,
AT_037b,DRUID,SPELL,Living Roots,0,,,,,,,TGT,Summon two 1/1 Saplings.,,,
CFM_026,HUNTER,SPELL,Hidden Cache,2,,,RARE,,TRUE,,GANGS,"<b>Secret:</b> After your opponent plays a minion, give a random minion in your hand +2/+2.",There is an urban legend that the first Toxic Sewer Ooze was born because a rookie Goon stashed an open container of milk in a Hidden Cache.,,
XXX_999_Crash,NEUTRAL,SPELL,Crash the server,0,,,COMMON,,,,CHEAT,Crash the server,,,
CFM_688,NEUTRAL,MINION,Spiked Hogrider,5,5,5,RARE,,TRUE,,GANGS,"<b>Battlecry:</b> If an enemy minion has <b>Taunt</b>, gain?b>Charge</b>.",Did you know the Hogchoppers compete every year at the Mirage Raceway?  They do.  It's a real group.,,
TB_PickYourFate_11_Ench,NEUTRAL,ENCHANTMENT,Fate 11 Ench. Murloc,,,,,,,,TB,,,,
CFM_344,NEUTRAL,MINION,"Finja, the Flying Star",5,2,4,LEGENDARY,,TRUE,MURLOC,GANGS,"[x]<b>Stealth</b>
   Whenever this attacks and   
kills a minion, summon 2
 Murlocs from your deck.",The last true master of Finjitsu.,,
NAX7_03,NEUTRAL,HERO_POWER,Unbalancing Strike,2,,,,,,,NAXX,"<b>Hero Power</b>
Deal 3 damage.",,,
AT_090e,NEUTRAL,ENCHANTMENT,Might of the Monkey,,,,,,,,TGT,1,,,
EX1_379,PALADIN,SPELL,Repentance,1,,,COMMON,,TRUE,,EXPERT1,"<b>Secret:</b> After your opponent plays a minion, reduce its Health to 1.",Repentance often comes in the moment before obliteration. Curious.,,
BRMA08_3,NEUTRAL,SPELL,Drakkisath's Command,1,,,,,,,BRM,Destroy a minion. Gain 10 Armor.,,,
TB_Coopv3_104,NEUTRAL,MINION,Main Tank,4,4,4,,,,,TB,"<b>Battlecry:</b> Give all other minions +2/+2, except the <b>Boss</b>.",,,
BRMA12_4,NEUTRAL,SPELL,Brood Affliction: Green,1,,,,,,,BRM,"While this is in your hand, restore 2 health to your opponent at the start of your turn.",,,
CFM_753,PALADIN,MINION,Grimestreet Outfitter,2,1,1,COMMON,,TRUE,,GANGS,<b>Battlecry:</b> Give all minions in your hand +1/+1.,"If you bargain hard, he'll throw in the hat.",,
BRM_012,SHAMAN,MINION,Fireguard Destroyer,4,3,6,COMMON,,TRUE,,BRM,<b>Battlecry:</b> Gain 1-4 Attack. <b>Overload:</b> (1),"Ragnaros interviews hundreds of Fire Elementals for the position of ""Destroyer"" but very few have what it takes.",,
KARA_07_05,NEUTRAL,SPELL,Stampeding Beast!,3,,,,,,,KARA,Summon a random Beast.,,,
CFM_621t25,NEUTRAL,SPELL,Heart of Fire,10,,,,,,,GANGS,Deal $8 damage.,,,
EX1_309,WARLOCK,SPELL,Siphon Soul,6,,,RARE,,TRUE,,EXPERT1,Destroy a minion. Restore #3 Health to your hero.,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,,
TB_SPT_BossWeapon,NEUTRAL,WEAPON,Armory,1,0,,,1,,,TB,Attack increases over time.,,,
LOEA01_11h,NEUTRAL,MINION,Rod of the Sun,0,0,5,,,,,LOE,<b>Deathrattle:</b> Surrender this to your opponent.,,,
PRO_001c,NEUTRAL,SPELL,Power of the Horde,4,,,,,,,PROMO,Summon a random Horde Warrior.,,,
BRM_013,HUNTER,SPELL,Quick Shot,2,,,COMMON,,TRUE,,BRM,"Deal $3 damage.
If your hand is empty, draw a card.",Han shot first.,,
AT_033,ROGUE,SPELL,Burgle,3,,,RARE,,TRUE,,TGT,Add 2 random class cards to your hand <i>(from your opponent's class)</i>.,Yoink!,,
EX1_339,PRIEST,SPELL,Thoughtsteal,3,,,COMMON,,TRUE,,EXPERT1,Copy 2 cards in your opponent's deck and add them to your hand.,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",,
CS2_232,DRUID,MINION,Ironbark Protector,8,8,8,COMMON,,TRUE,,CORE,<b>Taunt</b>,I <i>dare</i> you to attack Darnassus.,,
TB_PickYourFate_1,NEUTRAL,SPELL,Dire Fate: Taunt and Charge,0,,,,,,,TB,All minions have <b>Taunt</b> and <b>Charge</b>.,,,
EX1_100,NEUTRAL,MINION,Lorewalker Cho,2,0,4,LEGENDARY,,TRUE,,EXPERT1,"Whenever a player casts a spell, put a copy into the other player’s hand.","Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.",,
NAX13_03,NEUTRAL,SPELL,Supercharge,2,,,,,,,NAXX,Give your minions +2 Health.,,,
TB_BRMA01_2H_2,NEUTRAL,HERO_POWER,Pile On!!!,0,,,,,,,TB,"<b>Hero Power</b>
Put a minion from each deck into the battlefield.",,,
OG_308,HUNTER,MINION,Giant Sand Worm,8,8,8,EPIC,,TRUE,BEAST,OG,"Whenever this attacks and kills a minion, it may attack again.",Banned from every all-you-can-eat buffet on Azeroth.,,
AT_036t,ROGUE,MINION,Nerubian,4,4,4,,,,,TGT,,,,
CFM_712_t11,NEUTRAL,MINION,Jade Golem,10,11,11,,,,,GANGS,,,,
BRMA04_2,NEUTRAL,HERO_POWER,Magma Pulse,1,,,,,,,BRM,"<b>Hero Power</b>
Deal 1 damage to all minions.",,,
AT_109e,NEUTRAL,ENCHANTMENT,Inspired,,,,,,,,TGT,Can attack this turn.,,,
OG_102e,NEUTRAL,ENCHANTMENT,Power Transfer,,,,,,,,OG,Swapped stats.,,,
LOE_073e,NEUTRAL,ENCHANTMENT,Fossilized,,,,,,,,LOE,Has <b>Taunt</b>.,,,
BRMA13_4_2_TB,NEUTRAL,HERO_POWER,Wild Magic,2,,,,,,,TB,"<b>Hero Power</b>
Put a random spell from your opponent's class into your hand.",,,
CS2_179,NEUTRAL,MINION,Sen'jin Shieldmasta,4,3,5,FREE,,TRUE,,CORE,<b>Taunt</b>,"Sen'jin Villiage is nice, if you like trolls and dust.",,
LOEA09_7H,NEUTRAL,MINION,Cauldron,0,0,10,,,,,LOE,"<b>Taunt</b>
<b>Deathrattle:</b> Save Sir Finley!",,,
CS2_038e,SHAMAN,ENCHANTMENT,Ancestral Spirit,,,,,,,,EXPERT1,<b>Deathrattle:</b> Resummon this minion.,,,
NAX6_01,NEUTRAL,HERO,Loatheb,,,75,,,,,NAXX,,,,
KARA_09_04,NEUTRAL,HERO_POWER,Dark Pact,0,,,,,,,KARA,"<b>Passive Hero Power</b>
Only Icky Imps can damage Illhoof!",,,
BRMA12_8te,NEUTRAL,ENCHANTMENT,Draconic Lineage,,,,,,,,BRM,1,,,
FP1_005e,NEUTRAL,ENCHANTMENT,Consume,,,,,,,,NAXX,Increased stats.,,,
EX1_360e,PALADIN,ENCHANTMENT,Humility,,,,,,,,CORE,Attack has been changed to 1.,,,
BRMA01_2H,NEUTRAL,HERO_POWER,Pile On!,0,,,,,,,BRM,"<b>Hero Power</b>
Put two minions from your deck and one from your opponent's into the battlefield.",,,
AT_065e,NEUTRAL,ENCHANTMENT,King's Defender,,,,,,,,TGT,+1 Durability.,,,
OG_200,NEUTRAL,MINION,Validated Doomsayer,5,0,7,EPIC,,TRUE,,OG,"At the start of your turn, set this minion's Attack to 7.",Really feels good about himself and is in a much better place now. But?he sure does miss piloting those shredders.,,
BRM_031,NEUTRAL,MINION,Chromaggus,8,6,8,LEGENDARY,,TRUE,DRAGON,BRM,"Whenever you draw a card, put another copy into your hand.","Left head and right head can never agree about what to eat for dinner, so they always end up just eating ramen again.",,
NEW1_021,NEUTRAL,MINION,Doomsayer,2,0,7,EPIC,,TRUE,,EXPERT1,"At the start of your turn, destroy ALL minions.",He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,,
EX1_162o,NEUTRAL,ENCHANTMENT,Strength of the Pack,,,,,,,,EXPERT1,+1 Attack from Dire Wolf Alpha.,,,
LOEA07_21,NEUTRAL,SPELL,Barrel Forward,1,,,,,,,LOE,Get 1 turn closer to the Exit!,,,
EX1_158t,DRUID,MINION,Treant,2,2,2,,,,,EXPERT1,,,,
NEW1_022,NEUTRAL,MINION,Dread Corsair,4,3,3,COMMON,,TRUE,PIRATE,EXPERT1,"<b>Taunt</b>
Costs (1) less per Attack of your weapon.","""Yarrrr"" is a pirate word that means ""Greetings, milord.""",,
TB_010,NEUTRAL,ENCHANTMENT,Deckbuilding Enchant,,,,,,,,TB,,,,
HERO_06,DRUID,HERO,Malfurion Stormrage,,,30,FREE,,TRUE,,CORE,,,,
EX1_244,SHAMAN,SPELL,Totemic Might,0,,,COMMON,,TRUE,,CORE,Give your Totems +2 Health.,Totem-stomping is no longer recommended.,,
HERO_05a,HUNTER,HERO,Alleria Windrunner,,,30,EPIC,,TRUE,,HERO_SKINS,,,,
CFM_669,NEUTRAL,MINION,Burgly Bully,5,4,6,EPIC,,TRUE,,GANGS,"Whenever your opponent casts a spell, add a Coin to your hand.",He only burgles to pay the bills.  He is really just a bully at heart.,,
CS2_076,ROGUE,SPELL,Assassinate,5,,,FREE,,TRUE,,CORE,Destroy an enemy minion.,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",,
BRMC_95he,NEUTRAL,MINION,Core Hound Pup,3,2,4,,,,BEAST,TB,"At the end of each turn, summon all Core Hound Pups that died this turn.",,,
EX1_015,NEUTRAL,MINION,Novice Engineer,2,1,1,FREE,,TRUE,,CORE,<b>Battlecry:</b> Draw a card.,"""Half of this class will not graduate?since they'll have been turned to chickens."" - Tinkmaster Overspark, teaching Gizmos 101.",,
PART_007,NEUTRAL,SPELL,Whirling Blades,1,,,,,,,GVG,Give a minion +1 Attack.,,,
BRMA12_6H,NEUTRAL,SPELL,Brood Affliction: Black,3,,,,,,,BRM,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.",,,
CS2_231,NEUTRAL,MINION,Wisp,0,1,1,COMMON,,TRUE,,EXPERT1,,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",,
BRMA16_5e,NEUTRAL,ENCHANTMENT,I hear you...,,,,,,,,BRM,Increased Attack.,,,
AT_105,NEUTRAL,MINION,Injured Kvaldir,1,2,4,RARE,,TRUE,,TGT,<b>Battlecry:</b> Deal 3 damage to this minion.,Don't worry.  With a little skin cream he's going to clear right up.,,
BRMA09_2Ht,NEUTRAL,MINION,Whelp,1,2,2,,,,DRAGON,BRM,,,,
CFM_712_t12,NEUTRAL,MINION,Jade Golem,10,12,12,,,,,GANGS,,,,
XXX_097,NEUTRAL,MINION,AI Buddy - Destroy Minions,0,1,1,,,,,CHEAT,Spawn into play to destroy all minions.,,,
AT_065,WARRIOR,WEAPON,King's Defender,3,3,,RARE,2,TRUE,,TGT,"<b>Battlecry:</b> If you have a minion with <b>Taunt</b>,  gain +1 Durability.","""King's Attacker"" is a shield.  Funny, huh?",,
CS2_226,NEUTRAL,MINION,Frostwolf Warlord,5,4,4,COMMON,,TRUE,,CORE,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,,
EX1_129,ROGUE,SPELL,Fan of Knives,3,,,COMMON,,TRUE,,CORE,Deal $1 damage to all enemy minions. Draw a card.,"I wouldn't say I LOVE knives, but I'm definitely a fan.",,
OG_315e,NEUTRAL,ENCHANTMENT,Reforged,,,,,,,,OG,1,,,
OG_023t,NEUTRAL,ENCHANTMENT,Primally Infused,,,,,,,,OG,Increased stats.,,,
KARA_08_06,NEUTRAL,MINION,Blue Portal,1,0,1,,,,,KARA,The character in the blue beam only takes 1 damage at a time.,,,
CFM_639,PALADIN,MINION,Grimestreet Enforcer,5,4,4,RARE,,TRUE,,GANGS,"At the end of your turn, give all minions in your hand +1/+1.","""Sir, you don't have a permit to park your mount here.""",,
AT_117,NEUTRAL,MINION,Master of Ceremonies,3,4,2,EPIC,,TRUE,,TGT,"<b>Battlecry:</b> If you have a minion with <b>Spell Damage</b>, gain +2/+2.","Goes by ""MC ElfyElf"".",,
Mekka4,NEUTRAL,MINION,Poultryizer,1,0,3,COMMON,,,MECHANICAL,PROMO,"At the start of your turn, transform a random minion into a 1/1 Chicken.",,,
tt_004o,NEUTRAL,ENCHANTMENT,Cannibalize,,,,,,,,EXPERT1,Increased Attack.,,,
NAX9_04,NEUTRAL,MINION,Sir Zeliek,3,1,7,LEGENDARY,,,,NAXX,Your hero is <b>Immune</b>.,,,
EX1_258,SHAMAN,MINION,Unbound Elemental,3,2,4,COMMON,,TRUE,,EXPERT1,"Whenever you play a card with <b>Overload</b>, gain?1/+1.","Unlike bound elementals, Unbound ones really enjoy a night on the town.",,
LOEA16_19,NEUTRAL,MINION,Sun Raider Phaerix,5,5,5,LEGENDARY,,,,LOE,"At the end of your turn, add a Blessing of the Sun to your hand.",,,
BRMA11_1H,NEUTRAL,HERO,Vaelastrasz the Corrupt,,,30,,,,,BRM,,,,
GVG_018,WARLOCK,MINION,Mistress of Pain,2,1,4,RARE,,TRUE,DEMON,GVG,"Whenever this minion deals damage, restore that much Health to your hero.",Her sister is the Mistress of Pane who sells windows and shower doors.,,
CFM_619,NEUTRAL,MINION,Kabal Chemist,4,3,3,COMMON,,TRUE,,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,
BRM_034,NEUTRAL,MINION,Blackwing Corruptor,5,5,4,COMMON,,TRUE,,BRM,"<b>Battlecry:</b> If you're holding a Dragon, deal 3 damage.",He got his name when he gave Blackwing some comic books and rock & roll records.,Deal 3 damage.,
LOEA04_06b,NEUTRAL,SPELL,Walk Across Gingerly,0,,,,,,,LOE,Take 5 damage.,,,
CFM_621t24,NEUTRAL,SPELL,Goldthorn,5,,,,,,,GANGS,Give your minions +4 Health.,,,
CS2_072,ROGUE,SPELL,Backstab,0,,,FREE,,TRUE,,CORE,Deal $2 damage to an undamaged minion.,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",,
OG_335,PRIEST,MINION,Shifting Shade,4,4,3,RARE,,TRUE,,OG,<b>Deathrattle:</b> Copy a card from your opponent's deck and add it to your hand.,"Yeah, it's cooler in the shade, but you're also more likely to get JACKED.",,
KAR_A10_33,NEUTRAL,HERO_POWER,Cheat,2,,,,,,,KARA,"<b>Hero Power</b>
Destroy the left-most enemy minion.",,,
CS2_155,NEUTRAL,MINION,Archmage,6,4,7,COMMON,,TRUE,,CORE,<b>Spell Damage +1</b>,You earn the title of Archmage when you can destroy anyone who calls you on it.,,
CS2_011o,DRUID,ENCHANTMENT,Savage Roar,,,,,,,,CORE,+2 Attack this turn.,,,
LOEA16_16H,NEUTRAL,HERO_POWER,Rummage,2,,,,,,,LOE,Find an artifact.,,,
CFM_308,DRUID,MINION,Kun the Forgotten King,10,7,7,LEGENDARY,,TRUE,,GANGS,<b>Choose One -</b> Gain 10 Armor; or Refresh your Mana Crystals.,"Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.",,
CFM_712_t26,NEUTRAL,MINION,Jade Golem,10,26,26,,,,,GANGS,,,,
LOEA16_25,NEUTRAL,MINION,Lady Naz'jar,5,5,5,LEGENDARY,,,,LOE,"At the end of your turn, replace all other minions with new ones of the same Cost.",,,
EX1_312,WARLOCK,SPELL,Twisting Nether,8,,,EPIC,,TRUE,,EXPERT1,Destroy all minions.,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,,
LOEA09_8H,NEUTRAL,MINION,Slithering Guard,5,5,7,,,,,LOE,<b>Taunt</b>,,,
LOEA09_13,NEUTRAL,MINION,Hungry Naga,5,5,1,,,,,LOE,,,,
KARA_13_19,NEUTRAL,MINION,Red Riding Hood,5,3,2,,,,,TB,<b>Taunt. Deathrattle:</b> Enemies can't attack this turn.,,,
OG_045a,DRUID,ENCHANTMENT,Nerubian Spores,,,,COMMON,,,,OG,Get a Beast when this dies.,,,
LOE_011,NEUTRAL,MINION,Reno Jackson,6,4,6,LEGENDARY,,TRUE,,LOE,"<b>Battlecry:</b> If your deck has no duplicates, fully heal your hero.",Reno is a four-time winner of the 'Best Accessorized Explorer' award.,,
NAX12_02H_2_TB,NEUTRAL,HERO_POWER,Decimate,2,,,,,,,TB,"<b>Hero Power</b>
Change the Health of enemy minions to 1.",,,
GVG_037,SHAMAN,MINION,Whirling Zap-o-matic,2,3,2,COMMON,,TRUE,MECHANICAL,GVG,<b>Windfury</b>,"If you pay a little extra, you can get it in ""candy-apple red.""",,
OG_087,MAGE,MINION,Servant of Yogg-Saron,5,5,4,RARE,,TRUE,,OG,<b>Battlecry:</b> Cast a random spell that costs (5) or less <i>(targets chosen randomly)</i>.,Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.,,
OG_302,WARLOCK,MINION,Usher of Souls,5,5,6,COMMON,,TRUE,,OG,"Whenever a friendly minion dies, give your C'Thun +1/+1
<i>(wherever it is).</i>",Nothing unburdens your soul like a good ushing!,,
EX1_014,NEUTRAL,MINION,King Mukla,3,5,5,LEGENDARY,,TRUE,BEAST,EXPERT1,<b>Battlecry:</b> Give your opponent 2 Bananas.,"King Mukla wanders Jaguero Isle, searching for love.",,
CFM_064e,NEUTRAL,ENCHANTMENT,Size Increase,,,,,,,,GANGS,Increased stats.,,,
TB_PickYourFate_7_Ench_2nd,NEUTRAL,ENCHANTMENT,Fate 7 Ench 2nd,,,,,,,,TB,,,,
TB_ClassRandom_Paladin,PALADIN,SPELL,Second Class: Paladin,0,,,,,,,TB,Add Paladin cards to your deck.,,,
OG_174,NEUTRAL,MINION,Faceless Shambler,4,1,1,EPIC,,TRUE,,OG,"<b>Taunt</b>
<b>Battlecry:</b> Copy a friendly minion's Attack and Health.","""What is that thing?!"" ""I'm not sure, but it seems to be sort of Y'sera shaped.""",,
NAX7_03H,NEUTRAL,HERO_POWER,Unbalancing Strike,1,,,,,,,NAXX,"<b>Hero Power</b>
Deal 4 damage.",,,
CS2_237,HUNTER,MINION,Starving Buzzard,5,3,2,COMMON,,TRUE,BEAST,CORE,"Whenever you summon a Beast, draw a card.","If you feed him, he loses his whole <i>identity</i>.",,
EX1_412e,NEUTRAL,ENCHANTMENT,Enraged,,,,,,,,EXPERT1,+1 Attack and <b>Windfury</b>.,,,
KAR_A01_01H,NEUTRAL,HERO,Magic Mirror,,,30,,,,,KARA,,,,
GVG_064,NEUTRAL,MINION,Puddlestomper,2,3,2,COMMON,,TRUE,MURLOC,GVG,,"He pays homage to Morgl, the great murloc oracle! (Who doesn't??)",,
OG_282e,NEUTRAL,ENCHANTMENT,Devotion of the Blade,,,,,,,,OG,Increased stats.,,,
KAR_205,WARLOCK,MINION,Silverware Golem,3,3,3,RARE,,TRUE,,KARA,"If you discard this minion, summon it.",From the secret research labs of the Swiss Army.,,
KAR_010,PALADIN,MINION,Nightbane Templar,3,2,3,COMMON,,TRUE,,KARA,"<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.","Originally joined to be Arcanagos?Templar, but has to admit that ordering pizza has become waaaay easier.",,
KARA_09_06,NEUTRAL,SPELL,Shadow Volley,6,,,,,,,KARA,Deal $3 damage to all non-Demon minions.,,,
LOEA13_2,NEUTRAL,HERO_POWER,Ancient Power,0,,,,,,,LOE,"<b>Hero Power</b>
Give each player a random card. It costs (0).",,,
XXX_055,NEUTRAL,SPELL,1000 Stats,0,,,,,,,CHEAT,Give a Minion +1000/+1000,,,
TB_AllMinionsTauntCharge,NEUTRAL,ENCHANTMENT,Give Taunt and Charge,,,,,,,,TB,This minion is granted <b>Taunt</b> and <b>Charge</b>.,,,
XXX_020,NEUTRAL,SPELL,Damage all but 1,0,,,COMMON,,,,CHEAT,Set the Health of a character to 1.,,,
KAR_A02_05,NEUTRAL,MINION,Cup,2,2,1,,,,,KARA,Plates have +1 Attack.,,,
AT_055,PRIEST,SPELL,Flash Heal,1,,,COMMON,,TRUE,,TGT,Restore #5 Health.,Flash!  Ahhhhhhh~,,
TB_PickYourFate_12,NEUTRAL,SPELL,Fate: Confusion,0,,,,,,,TB,"At the end of each turn, swap all minions' Attack and Health.",,,
NAX2_01,NEUTRAL,HERO,Grand Widow Faerlina,,,30,,,,,NAXX,,,,
LOE_089t2,NEUTRAL,MINION,Wily Runt,2,2,2,,,,,LOE,,,,
TB_SPT_DPromoSecret10,WARRIOR,SPELL,Visions of Hate,2,,,,,,,TB,"<b>Secret:</b> When both heroes have 15 or less Health, BRAWL!",,,
CFM_810,NEUTRAL,MINION,Leatherclad Hogleader,6,6,6,EPIC,,TRUE,,GANGS,"<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.","The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.",,
BRM_014e,HUNTER,ENCHANTMENT,Power Rager,,,,,,,,BRM,1,,,
AT_024e,NEUTRAL,ENCHANTMENT,Dark Fusion,,,,,,,,TGT,1,,,
CFM_816e,NEUTRAL,ENCHANTMENT,Get Big,,,,,,,,GANGS,1,,,
AT_054,SHAMAN,MINION,The Mistcaller,6,4,4,LEGENDARY,,TRUE,,TGT,<b>Battlecry:</b> Give all minions in your hand and deck +1/+1.,"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""",,
NEW1_003,WARLOCK,SPELL,Sacrificial Pact,0,,,COMMON,,TRUE,,CORE,Destroy a Demon. Restore #5 Health to your hero.,This is the reason that Demons never really become friends with Warlocks.,,
EX1_620,NEUTRAL,MINION,Molten Giant,25,8,8,EPIC,,TRUE,,EXPERT1,Costs (1) less for each damage your hero has taken.,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,,
CFM_672,NEUTRAL,MINION,Madam Goya,6,4,3,LEGENDARY,,TRUE,,GANGS,<b>Battlecry:</b> Choose a friendly minion. Swap it with a minion in your deck.,"She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.",,
EX1_128e,ROGUE,ENCHANTMENT,Concealed,,,,,,,,EXPERT1,Stealthed until your next turn.,,,
EX1_165a,DRUID,SPELL,Cat Form,0,,,COMMON,,,,EXPERT1,<b>Charge</b>,,,
OG_188,DRUID,MINION,Klaxxi Amber-Weaver,4,4,5,RARE,,TRUE,,OG,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",Amberweaving is a specialty course at the local trade school.,,
BRMA15_2He,NEUTRAL,ENCHANTMENT,Potion of Might,,,,,,,,BRM,1,,,
HERO_01,WARRIOR,HERO,Garrosh Hellscream,,,30,FREE,,TRUE,,CORE,,,,
EX1_625,PRIEST,SPELL,Shadowform,3,,,EPIC,,TRUE,,EXPERT1,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,If a bright light shines on a priest in Shadowform?do they cast a shadow?,,
CFM_693,ROGUE,MINION,Gadgetzan Ferryman,2,2,3,RARE,,TRUE,,GANGS,<b>Combo:</b> Return a friendly minion to your hand.,"Is it just me, or is there something fishy about that ferryman?",,
EX1_596e,WARLOCK,ENCHANTMENT,Demonfire,,,,COMMON,,,,EXPERT1,This Demon has +2/+2.,,,
LOEA05_03,NEUTRAL,HERO_POWER,Trogg Hate Spells!,0,,,,,,,LOE,"<b>Passive Hero Power</b>
 Enemy spells cost (2) more. Swap at the start of your turn.",,,
KAR_702,NEUTRAL,MINION,Menagerie Magician,5,4,4,COMMON,,TRUE,,KARA,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.","Just between us, if things get tight the Menagerie Magician position will probably be the first to go.",,
BRMA17_6H,NEUTRAL,MINION,Bone Construct,1,4,2,,,,,BRM,,,,
CFM_604,PRIEST,SPELL,Greater Healing Potion,4,,,RARE,,TRUE,,GANGS,Restore 12 Health to a friendly character.,Filled with electrolytes!,,
LOEA14_1,NEUTRAL,HERO,The Steel Sentinel,,,30,,,,,LOE,,,,
NEW1_034,HUNTER,MINION,Huffer,3,4,2,COMMON,,,BEAST,CORE,<b>Charge</b>,,,
OG_051,DRUID,MINION,Forbidden Ancient,1,1,1,EPIC,,TRUE,,OG,<b>Battlecry:</b> Spend all your Mana. Gain +1/+1 for each mana spent.,This Ancient was banned from the local tavern after tucking a 'Dr. Boom' up its sleeve.,,
CFM_653,NEUTRAL,MINION,Hired Gun,3,4,3,COMMON,,TRUE,,GANGS,<b>Taunt</b>,He loves his job and would do it for free!  (But don't tell his boss!),,
